Cid,Locnum,Target
VTKYI1V,0,652
EDQEFXB,0,651
U0XJGJK,0,840
EX8WTY3,0,652
86XDFRJ,0,651
YAC1AH8,0,842
YAC1AH8,1,655
HX6MNWR,0,840
MECOS4F,0,653
KMQFMB7,0,840
KMQFMB7,1,655
KMQFMB7,2,660
KU1L8PN,0,653
D4VAKY8,0,652
D37A3EC,0,651
L8SNIU9,0,843
TP9OXNK,0,838
TP9OXNK,1,656
YX3M4TA,0,842
YX3M4TA,1,844
YX3M4TA,2,659
YX3M4TA,3,666
A5FB09E,0,651
A5FB09E,1,655
Z5J3DI9,0,842
Z5J3DI9,1,846
Z5J3DI9,2,661
1UDHKWL,0,653
R8K6EJ6,0,840
R8K6EJ6,1,657
46R2NM5,0,652
KT7Y4LR,0,842
KT7Y4LR,1,656
KT7Y4LR,2,660
KT7Y4LR,3,665
KT7Y4LR,4,670
DQ36PQR,0,652
PYDKA1N,0,659
8HSPYUT,0,841
PZF3KBV,0,652
SXK6A6L,0,840
SXK6A6L,1,657
SXK6A6L,2,660
VRZ12LW,0,653
135TZOD,0,840
135TZOD,1,846
135TZOD,2,661
9UOZC1R,0,653
9UOZC1R,1,654
YBYFWJ0,0,651
STMRHNJ,0,840
STMRHNJ,1,655
4CHN8P9,0,653
C01GXI9,0,840
WUL51YM,0,652
5VGXRI6,0,841
5VGXRI6,1,655
C1PA3BC,0,653
XVV6G3D,0,841
XVV6G3D,1,845
XVV6G3D,2,659
GXKIEG4,0,652
B672I2S,0,842
B672I2S,1,656
B672I2S,2,661
B672I2S,3,666
JRM6VX8,0,652
4SSDZ94,0,839
4SSDZ94,1,655
68KNG50,0,665
FHNVWMI,0,651
3P9CTG3,0,763
3P9CTG3,1,768
YIXWQ28,0,652
M68MCFD,0,652
81BE3E4,0,650
EHMZYEZ,0,841
SXPKIBW,0,652
F8F4C0I,0,841
F8F4C0I,1,844
BC52GH7,0,841
5Q20LDU,0,840
5Q20LDU,1,656
GTYKBD0,0,653
SV4QLUM,0,651
5SSVCDG,0,843
5SSVCDG,1,844
5SSVCDG,2,661
3FBWU9F,0,652
4SSORTH,0,840
YVOHEX8,0,842
YVOHEX8,1,657
YVOHEX8,2,663
CJZKV4V,0,842
NI2FGPC,0,839
NI2FGPC,1,656
5HH9DAS,0,652
UUT2UH5,0,841
UUT2UH5,1,655
2CDIU83,0,651
2CDIU83,1,658
XB9Q9CQ,0,839
XB9Q9CQ,1,846
XB9Q9CQ,2,661
XB9Q9CQ,3,666
BSVB24K,0,841
BSVB24K,1,656
QNEPRHE,0,651
HZ3FOS4,0,651
CR2INWQ,0,843
CR2INWQ,1,657
CR2INWQ,2,661
ZJ97G44,0,651
S6EC1BF,0,653
1REG5AX,0,839
1REG5AX,1,845
4H5L79O,0,652
4H5L79O,1,656
311KNAH,0,840
STZ8V8S,0,652
V439U35,0,841
V439U35,1,846
V439U35,2,850
V439U35,3,665
V439U35,4,669
PM1BINJ,0,653
PM1BINJ,1,657
WBTLXLF,0,652
FBENP9B,0,840
1V437N4,0,653
DBIP1LX,0,652
P0MIJLT,0,841
P0MIJLT,1,657
REML5NH,0,652
9WPF6WZ,0,650
7KJK4QG,0,840
7KJK4QG,1,845
7KJK4QG,2,661
L9JDZ95,0,840
IM8QLRK,0,652
I0BBXA5,0,652
2JJ4N7A,0,650
S9GAEQ2,0,651
36UIELR,0,659
J92CD4X,0,652
BKXP0JR,0,652
GSFO8M0,0,840
GSFO8M0,1,656
42BC245,0,653
TYP5R72,0,841
TYP5R72,1,656
9MEZPR3,0,651
ZMIYEGH,0,839
EUK5KSI,0,839
EUK5KSI,1,656
TIV35LA,0,650
8QYDAAL,0,651
BDN8WQR,0,653
O3ECAC4,0,650
7FK9ECY,0,765
7FK9ECY,1,768
E4FJ7P9,0,840
E4FJ7P9,1,656
NZJXADY,0,840
NZJXADY,1,845
ZWKLBQ9,0,658
O1SN0O3,0,653
315FR9I,0,651
OXOAABX,0,653
YEWPVY3,0,650
P4NN1PR,0,653
I5D4GPH,0,651
Y97ZOXU,0,664
WTDROF3,0,652
WTDROF3,1,656
ZVD518G,0,841
8CQDNV5,0,842
8CQDNV5,1,657
5FYRQXX,0,841
VDV12CL,0,841
VDV12CL,1,657
UVAJV78,0,843
UVAJV78,1,656
WDUG6L2,0,651
PJAOBKA,0,693
6T81JDA,0,653
6T81JDA,1,657
I66KTQB,0,653
5X8HQQ5,0,652
2GXA9UV,0,840
XQPKADA,0,840
7C0YICQ,0,651
UTLANFQ,0,654
CTACDND,0,838
J022O8Q,0,840
J022O8Q,1,656
Q5VFBRT,0,764
Q5VFBRT,1,768
5IZ2S12,0,651
8WV6O1V,0,651
5PJCQ4X,0,841
X0H6LTP,0,840
YB51PVW,0,841
YB51PVW,1,656
YB51PVW,2,661
Y4R4P45,0,840
Y4R4P45,1,657
RKXHVFP,0,842
RKXHVFP,1,657
RKXHVFP,2,661
GF90GH5,0,653
Y53T4KH,0,651
J5APS3I,0,653
Y0FBVJC,0,652
3C7UV9R,0,652
6JDUQC3,0,651
QSBMQDV,0,653
6QRKNG8,0,651
FKW9XL7,0,653
JEW77XK,0,840
JEW77XK,1,655
LFHO33L,0,840
LFHO33L,1,655
MDKBBSD,0,652
Q3BFO32,0,659
KFTZU13,0,841
KFTZU13,1,656
KFTZU13,2,660
KFTZU13,3,663
KFTZU13,4,669
OUJ63F4,0,843
OUJ63F4,1,657
VB4XLNB,0,651
0OBIRHH,0,842
0OBIRHH,1,656
GF7C8KV,0,651
7D0N27T,0,651
1BBNO5U,0,651
GMS1L9E,0,840
GMS1L9E,1,845
GMS1L9E,2,659
GMS1L9E,3,664
GMS1L9E,4,669
6AP2Y45,0,651
3GAXR9X,0,665
F6KLLB8,0,652
RMKVSW3,0,652
ZNBE678,0,842
ZNBE678,1,655
PL7NICG,0,652
4144YX5,0,659
OCMWYKB,0,652
JP5CXM6,0,842
JP5CXM6,1,846
JP5CXM6,2,660
JP5CXM6,3,665
7MUSG2T,0,841
7MUSG2T,1,657
BBYS6JU,0,651
LVAC4SM,0,651
REXMCYO,0,839
AF6FRCI,0,840
AF6FRCI,1,656
AE2I2SA,0,650
AE2I2SA,1,655
AE2I2SA,2,659
5ZU0BJM,0,649
FLQKCT8,0,841
FLQKCT8,1,844
FLQKCT8,2,660
FLQKCT8,3,664
FLQKCT8,4,669
FLQKCT8,5,674
FLQKCT8,6,678
FLQKCT8,7,682
FLQKCT8,8,686
8MHWHZV,0,765
EX18AT6,0,651
22RXX0Q,0,652
RTNO1K8,0,653
QCFZCFU,0,655
15YBE4B,0,839
15YBE4B,1,655
XKD0VC8,0,764
5OM7DMT,0,651
1V3VX62,0,840
1V3VX62,1,656
D14B129,0,653
TSP46EV,0,652
NOVS8M9,0,651
NOVS8M9,1,656
OC8N54G,0,765
NLJLE1T,0,652
1CYCMGO,0,842
BVPXEZ5,0,649
0SV91MA,0,650
0SV91MA,1,657
B3IVV1Q,0,652
VWFAL76,0,652
18KINVI,0,842
S8WC92N,0,841
S8WC92N,1,657
YZJLTLI,0,838
7UY4C89,0,653
1N66PDW,0,652
DVSBIFR,0,652
UOC5L0E,0,841
UOC5L0E,1,845
UOC5L0E,2,658
UOC5L0E,3,664
UOC5L0E,4,668
GA7B4VA,0,842
GA7B4VA,1,846
GA7B4VA,2,660
GA7B4VA,3,664
GA7B4VA,4,669
34WJ5VV,0,652
WSVKV9J,0,652
CO5K4KP,0,652
U502MTP,0,840
U502MTP,1,847
U502MTP,2,661
9AS8VNL,0,839
ZI1E9XF,0,651
ZI1E9XF,1,654
DA7OLBM,0,652
2O04RE8,0,652
DMXMMX1,0,841
DMXMMX1,1,657
397C8W4,0,841
65W3CMQ,0,840
65W3CMQ,1,845
65W3CMQ,2,662
V3ZNYOL,0,839
V3ZNYOL,1,658
XAQ32E4,0,652
5FAQLFU,0,652
5FAQLFU,1,657
5FAQLFU,2,659
5FAQLFU,3,667
5FAQLFU,4,668
NIRFKKZ,0,841
NIRFKKZ,1,846
NIRFKKZ,2,661
NIRFKKZ,3,665
NIRFKKZ,4,670
5MIVTXW,0,654
HBZZBOP,0,840
42WJJHR,0,653
ZWW38GZ,0,651
QAZZMZU,0,840
QAZZMZU,1,656
NZZYEGO,0,840
NZZYEGO,1,656
G700FF0,0,839
RH3GZUT,0,651
4MNRHJM,0,840
4MNRHJM,1,845
4MNRHJM,2,659
4MNRHJM,3,665
PC7YADX,0,650
PEW9I9E,0,651
2I11CRA,0,841
2I11CRA,1,655
2I11CRA,2,659
C7EYQAG,0,841
C7EYQAG,1,658
T6HJ2H8,0,652
EHMAWCF,0,651
AQA8GB7,0,659
6TVBE81,0,651
HP8CSOV,0,652
YHPQ3PR,0,841
YHPQ3PR,1,656
GAN2SJL,0,839
GAN2SJL,1,844
GAN2SJL,2,659
GAN2SJL,3,666
GAN2SJL,4,669
MCFW1GY,0,653
MCFW1GY,1,657
MCFW1GY,2,662
5Q5VUE0,0,840
5Q5VUE0,1,845
5Q5VUE0,2,851
5Q5VUE0,3,664
5Q5VUE0,4,669
PQ6CQTS,0,650
LE0PAZX,0,840
LE0PAZX,1,657
HTIR3K5,0,841
RBP0GM7,0,652
N45JW88,0,841
N45JW88,1,657
XGUNEUE,0,652
WO5DHJW,0,840
WO5DHJW,1,657
LG9UAGQ,0,652
17AMNEG,0,650
17AMNEG,1,655
SS0B3LO,0,651
6T26IAR,0,842
6T26IAR,1,656
S061J3P,0,840
S061J3P,1,656
O7CE3TG,0,841
ST30OW5,0,652
6CZE6Q6,0,839
MC09GSI,0,651
MC09GSI,1,663
P1QM24J,0,650
H4PY1O8,0,840
H4PY1O8,1,657
H4PY1O8,2,663
529ZR7J,0,840
529ZR7J,1,845
529ZR7J,2,849
529ZR7J,3,855
529ZR7J,4,858
529ZR7J,5,672
529ZR7J,6,677
529ZR7J,7,682
529ZR7J,8,687
529ZR7J,9,692
V3YMCBR,0,653
R043L7X,0,651
8HG4CHR,0,842
8HG4CHR,1,847
7GEJCN2,0,665
5UDKABU,0,652
5UDKABU,1,657
UPOW5BF,0,842
UPOW5BF,1,658
P1RW0HG,0,840
DH03F10,0,840
DH03F10,1,845
DH03F10,2,660
DH03F10,3,664
JBVS59O,0,842
JBVS59O,1,846
JBVS59O,2,850
JBVS59O,3,664
JBVS59O,4,670
JBVS59O,5,674
VGZY4LY,0,843
VGZY4LY,1,657
1KWQ4F7,0,664
N9DTPTT,0,841
N9DTPTT,1,845
N9DTPTT,2,660
N9DTPTT,3,665
N9DTPTT,4,670
N9DTPTT,5,674
M14NTAX,0,841
M14NTAX,1,654
M14NTAX,2,659
O9VRTY3,0,651
E6ZENVS,0,652
E6ZENVS,1,656
USMVLQW,0,659
T8LEFBU,0,651
T8LEFBU,1,655
MVSQXKK,0,652
K02WYRC,0,842
MK4EH5W,0,841
MK4EH5W,1,657
MK4EH5W,2,662
V9PHR2L,0,652
0FIIFYC,0,839
0FIIFYC,1,657
0FIIFYC,2,662
GAU3YD6,0,654
025QDKK,0,664
V5Y1MV6,0,652
PDNOLDC,0,650
PDNOLDC,1,664
9QE5B9H,0,838
9QE5B9H,1,843
9QE5B9H,2,660
9QE5B9H,3,665
R3G88LA,0,652
QRKLNZ0,0,841
QRKLNZ0,1,658
0N4SUM4,0,651
K8ZMUBJ,0,842
K8ZMUBJ,1,656
2C848RH,0,652
2C848RH,1,656
U5XV9OY,0,650
U5XV9OY,1,655
P0IUH5E,0,841
P0IUH5E,1,655
P0IUH5E,2,661
9G7J60J,0,692
WBUZEAM,0,840
1T0GPW8,0,652
I1IK8NQ,0,841
LYU47C3,0,653
CQAJY9G,0,651
0TFSK67,0,652
3DVFTJH,0,840
3DVFTJH,1,656
ZPZDL8P,0,841
WZGEIC6,0,764
USKHRM4,0,651
3AL2HUS,0,653
TKASNGA,0,840
O30BXXH,0,652
2YDJQ7K,0,652
KGWP9MC,0,654
U1LZF9P,0,653
YYBAY25,0,652
WUOL7YM,0,651
AQRB71O,0,842
SBYQWWR,0,652
8532J7K,0,840
I1DJAQC,0,650
6SO9IDH,0,651
6SO9IDH,1,655
O4BOH3I,0,651
X2ZNW8M,0,840
X2ZNW8M,1,656
0FEL6IS,0,842
0FEL6IS,1,656
0FEL6IS,2,661
EOEE9IL,0,840
EOEE9IL,1,844
EOEE9IL,2,660
XPROG32,0,841
DOM1FQC,0,650
DOM1FQC,1,656
YCJ1943,0,840
C17LMSN,0,841
BKLWPZ8,0,841
BKLWPZ8,1,846
BKLWPZ8,2,851
BKLWPZ8,3,855
BKLWPZ8,4,670
BKLWPZ8,5,673
BKLWPZ8,6,679
BKLWPZ8,7,680
BKLWPZ8,8,687
YP00GEH,0,652
XSIT139,0,654
KTE243R,0,479
S2PQWHU,0,839
S2PQWHU,1,844
S2PQWHU,2,660
S2PQWHU,3,665
DWY22JJ,0,652
PFT5LNI,0,840
PFT5LNI,1,846
PFT5LNI,2,661
PFT5LNI,3,665
PFT5LNI,4,670
JJYP18Y,0,842
JJYP18Y,1,654
JJYP18Y,2,659
NYSJWAL,0,841
VXJWR20,0,653
I8RIHZW,0,840
I8RIHZW,1,656
TS7EFVC,0,652
MGMKFGT,0,842
MGMKFGT,1,655
MGMKFGT,2,659
Y3TJC38,0,651
0I4L8TL,0,652
ZZSJX8B,0,650
83779Y6,0,840
83779Y6,1,656
E8I04GI,0,842
E8I04GI,1,847
PEHRJ52,0,841
PEHRJ52,1,843
PEHRJ52,2,850
PEHRJ52,3,853
PEHRJ52,4,857
PEHRJ52,5,674
PEHRJ52,6,678
PEHRJ52,7,682
PEHRJ52,8,690
PEHRJ52,9,691
PEHRJ52,10,697
GZEO5GT,0,841
GZEO5GT,1,844
29VW2XF,0,665
IEL3J6S,0,651
IEL3J6S,1,655
CZAARS3,0,652
NU3R82C,0,840
NU3R82C,1,656
NU3R82C,2,661
FCS4RG2,0,651
Z1SZSAF,0,841
Z1SZSAF,1,654
VP83ZSS,0,844
VP83ZSS,1,849
VP83ZSS,2,662
VP83ZSS,3,665
MVFHE4R,0,650
2J4SZD0,0,840
AHVI2U6,0,840
AHVI2U6,1,656
98JTNRH,0,651
VMXXBFN,0,764
5D5M6VH,0,841
5D5M6VH,1,846
5D5M6VH,2,660
MUU6JHQ,0,651
9NT7T0M,0,651
E5XM7UV,0,652
07OE1GD,0,653
8Z68SDB,0,651
583PV0E,0,652
FNMQP4N,0,653
JPSMUFB,0,840
JPSMUFB,1,656
JPSMUFB,2,661
DEEUOX0,0,842
DEEUOX0,1,656
DEEUOX0,2,662
1GLD5CL,0,651
1GLD5CL,1,656
1GLD5CL,2,660
KQCV6CL,0,841
KQCV6CL,1,847
KQCV6CL,2,660
2BYF50Y,0,665
I6WYF71,0,651
9BPHYUQ,0,653
V996NC4,0,840
V996NC4,1,655
MTUSQWA,0,839
G77U96V,0,652
LGYCBOV,0,841
I1GJBQU,0,650
HOFGQ3A,0,652
ENLF9K3,0,652
OXPA6G7,0,653
OXPA6G7,1,657
OOJ9Q3H,0,746
OOJ9Q3H,1,846
OOJ9Q3H,2,849
OOJ9Q3H,3,853
OOJ9Q3H,4,497
KUOO030,0,842
Z894JFX,0,654
Z894JFX,1,657
US6RUG8,0,651
7BKSC7E,0,651
IXDWCE9,0,839
UCNGS07,0,651
ZGS2GRA,0,839
4TATKB7,0,653
YGOBY4O,0,651
QBJFSX8,0,652
NGHNS6G,0,653
DBCNSNH,0,652
UZIQUKF,0,651
UZIQUKF,1,656
UZIQUKF,2,660
UZIQUKF,3,666
95JY2S5,0,651
EDL84KK,0,841
EDL84KK,1,656
P0YLW53,0,839
P0YLW53,1,655
BRM1VD0,0,842
BRM1VD0,1,656
9H98KME,0,650
9H98KME,1,656
LI1KNAC,0,840
6RP3J2Y,0,841
6RP3J2Y,1,657
7GO0OVI,0,840
7GO0OVI,1,655
TA9512S,0,652
LYAP1OQ,0,841
I4I9KRP,0,840
I4I9KRP,1,656
I4I9KRP,2,660
LCNZ96L,0,654
A4MOSNP,0,839
000IPH5,0,840
PWLGKSJ,0,652
90XEMB3,0,653
3HP8GAC,0,842
3HP8GAC,1,846
3HP8GAC,2,851
3HP8GAC,3,664
3HP8GAC,4,669
3HP8GAC,5,674
3HP8GAC,6,677
3HP8GAC,7,682
3HP8GAC,8,686
UPGRPKS,0,652
RG8JBGJ,0,841
RG8JBGJ,1,655
0QAAESM,0,839
0QAAESM,1,656
XY97Z5Y,0,840
XY97Z5Y,1,846
XY97Z5Y,2,660
ELM4C2G,0,651
9PF2G18,0,651
9PF2G18,1,655
KTGBM4K,0,651
KTGBM4K,1,654
KTGBM4K,2,659
KTGBM4K,3,665
KTGBM4K,4,668
XIZQP3N,0,664
Y9K1XXL,0,840
6AUSNB8,0,653
I496EZS,0,652
OV3VMVM,0,652
OMIJD2Y,0,838
OMIJD2Y,1,656
AOCVXGQ,0,653
8VPUIQV,0,651
MAPF5JU,0,666
ZKHIGTU,0,651
2QB9HBU,0,840
2QB9HBU,1,656
NL2FEDJ,0,841
NL2FEDJ,1,656
NL2FEDJ,2,659
SVWZTEG,0,840
SVWZTEG,1,844
SVWZTEG,2,660
SVWZTEG,3,665
X3HX5CV,0,651
U9FEJA4,0,652
U9FEJA4,1,656
CDU4YIH,0,652
MTIT5P2,0,653
MTIT5P2,1,656
MTIT5P2,2,661
MTIT5P2,3,666
GU9Z5JL,0,653
GHURAGB,0,659
DQ96FS2,0,840
DQ96FS2,1,845
DQ96FS2,2,660
DQ96FS2,3,664
LKI1TMJ,0,841
LKI1TMJ,1,657
0XHG5LH,0,841
0XHG5LH,1,656
L5SF2SV,0,841
BBZUN3I,0,651
47795ML,0,651
CXJN5B5,0,840
CXJN5B5,1,845
CXJN5B5,2,661
CXJN5B5,3,665
FF60LL1,0,651
H8WPD80,0,653
IN0XWVH,0,840
YGOXZ69,0,842
YGOXZ69,1,846
YGOXZ69,2,660
YGOXZ69,3,664
Q1IPYOF,0,840
Q1IPYOF,1,657
E1NSZ9I,0,843
E1NSZ9I,1,843
PKXPQOF,0,652
PKXPQOF,1,656
51ANBYZ,0,652
EKSZUGM,0,840
EKSZUGM,1,657
I1ZBJCQ,0,840
I1ZBJCQ,1,845
I1ZBJCQ,2,660
A7IWK1H,0,651
9UU40FF,0,653
DIU6HCU,0,650
PQ1VCGC,0,840
9ZZPGCY,0,665
3QNECH2,0,763
ZAEAJQ8,0,650
3MKPL79,0,841
3MKPL79,1,657
3MKPL79,2,662
3MKPL79,3,666
3MKPL79,4,670
829I8FG,0,764
17U795Q,0,653
1NORXGD,0,841
1NORXGD,1,847
1NORXGD,2,660
IP9OYW2,0,652
DV71QDV,0,840
DV71QDV,1,657
NJDIYMY,0,840
NJDIYMY,1,846
NJDIYMY,2,661
NJDIYMY,3,666
NJDIYMY,4,669
VTL014I,0,841
VTL014I,1,656
TG9VAFV,0,653
HFQHA5R,0,652
CYBGLQC,0,840
CYBGLQC,1,656
LRUSJRY,0,842
LRUSJRY,1,657
4XGMCPI,0,652
SEABHYA,0,840
ZREJHHA,0,841
ZREJHHA,1,657
ZREJHHA,2,662
ZREJHHA,3,666
ZREJHHA,4,670
ZREJHHA,5,674
ZREJHHA,6,679
8Z719TA,0,652
8Z719TA,1,656
FNQ7ZMK,0,653
2HGH505,0,839
2HGH505,1,656
5IL16N6,0,651
FY82RQT,0,841
FY82RQT,1,657
O65DZR9,0,840
O65DZR9,1,658
O65DZR9,2,663
UABBG2U,0,763
HCEP76Q,0,839
A1AOBPB,0,844
A1AOBPB,1,655
A1AOBPB,2,660
A1AOBPB,3,665
A1AOBPB,4,669
FD5ELAY,0,841
FD5ELAY,1,657
PA106NQ,0,840
PA106NQ,1,657
MYNINHZ,0,763
JK9Q0CB,0,840
JP06GR4,0,651
6ALYR6F,0,651
QVAYIEV,0,652
QVAYIEV,1,656
NUS2ZNH,0,652
19DDB4S,0,841
19DDB4S,1,656
QN1A6GN,0,763
SWEKGYI,0,763
SWEKGYI,1,768
XKF2LCZ,0,653
LL2P06E,0,842
LL2P06E,1,657
LL2P06E,2,660
R7ZY7EJ,0,840
R7ZY7EJ,1,655
4P66M2H,0,841
4P66M2H,1,846
4P66M2H,2,661
4P66M2H,3,665
4P66M2H,4,670
G6M6QTM,0,652
B2GQK1W,0,841
B2GQK1W,1,846
B2GQK1W,2,662
8R8N55L,0,652
4FI87Y8,0,651
OAXJKYU,0,842
OAXJKYU,1,657
XZ3QS66,0,651
VMWNWPL,0,838
BN5Z1ND,0,840
BN5Z1ND,1,845
BN5Z1ND,2,849
BN5Z1ND,3,666
BN5Z1ND,4,683
HGUBTPC,0,841
HGUBTPC,1,656
HGUBTPC,2,660
ZWTCM19,0,651
HHPZC75,0,840
8EA3R6T,0,840
3KZ39JQ,0,652
Y5AT5ZM,0,653
DJECLQH,0,650
ERUTAGF,0,843
E8ULAL0,0,842
E8ULAL0,1,658
S4PNTDP,0,841
S4PNTDP,1,655
10ODUVA,0,651
22XRGSK,0,840
A7WUQHP,0,652
A64OR5G,0,650
2FFI44U,0,653
2FFI44U,1,656
08WYYST,0,840
CX9YAOL,0,842
CX9YAOL,1,654
CX9YAOL,2,661
3RDWOBX,0,653
UGEUS96,0,841
UGEUS96,1,656
3UNPXYK,0,840
3UNPXYK,1,844
3UNPXYK,2,849
3UNPXYK,3,665
3UNPXYK,4,670
YAM4G0B,0,842
YAM4G0B,1,655
MXMA6Y7,0,653
EKA9T54,0,841
EKA9T54,1,656
NGR2H15,0,652
NGR2H15,1,657
3Z17C04,0,652
64E7VEE,0,654
GIOKXCW,0,840
OXJAEDT,0,746
T8W0PI6,0,651
E7PTMK2,0,839
E7PTMK2,1,656
4E9CZMZ,0,651
O4QWY9L,0,650
IO21QOG,0,650
0EAY3LH,0,765
MABD8M5,0,841
MABD8M5,1,656
Q7PI8OQ,0,841
Q7PI8OQ,1,845
Q7PI8OQ,2,661
Q7PI8OQ,3,665
Q7PI8OQ,4,671
Q7PI8OQ,5,674
VNN3DJY,0,841
VNN3DJY,1,655
R8WKL3Y,0,650
SU5ZZ10,0,653
SU5ZZ10,1,658
TI5ZWCS,0,840
TI5ZWCS,1,846
TI5ZWCS,2,849
TI5ZWCS,3,666
TI5ZWCS,4,670
TI5ZWCS,5,674
KPWXB9I,0,650
KPWXB9I,1,657
UHAXUCA,0,653
UHAXUCA,1,658
UHAXUCA,2,658
UFWOCWI,0,843
UFWOCWI,1,846
UFWOCWI,2,661
KJK0WWN,0,838
KJK0WWN,1,655
ZPPYYC5,0,840
ZPPYYC5,1,844
ZPPYYC5,2,661
H2FB124,0,841
ZVAC5JX,0,665
Y5NDG1Q,0,651
Y5NDG1Q,1,656
D5JDLR9,0,841
D5JDLR9,1,655
D5JDLR9,2,660
D5JDLR9,3,664
TW653SC,0,654
BX4UHSP,0,840
BX4UHSP,1,656
BX4UHSP,2,660
8UDZXUG,0,651
8UDZXUG,1,657
31KSTPG,0,842
MY72HOH,0,841
MY72HOH,1,656
MY72HOH,2,662
7U4723S,0,652
IBBNGZH,0,652
H950XW0,0,652
9PMLR4A,0,652
9PMLR4A,1,655
7XXLD83,0,841
7XXLD83,1,846
7XXLD83,2,851
7XXLD83,3,665
7XXLD83,4,668
9S9U34Q,0,843
GNPF0R3,0,653
N8GMSTU,0,840
N8GMSTU,1,844
N8GMSTU,2,660
R29YCES,0,652
8Q0XSYP,0,651
Z187PYJ,0,651
Z187PYJ,1,845
Z187PYJ,2,661
Z187PYJ,3,665
7WLDKXF,0,842
G8C3MAC,0,651
56WSHNS,0,651
MQA7PJZ,0,842
MQA7PJZ,1,656
AU81ZSQ,0,651
KY4GP3N,0,842
KY4GP3N,1,657
4OUQO1K,0,651
4D3W8SZ,0,650
12GFZGW,0,842
12GFZGW,1,657
12GFZGW,2,661
G2P3B7Y,0,765
LM57TI4,0,651
Q7YR4ZW,0,652
Q7YR4ZW,1,657
Q7YR4ZW,2,661
779R36J,0,653
GDIYRT6,0,651
9YVBRF0,0,653
H21JE1J,0,652
5WSYLJY,0,839
5WSYLJY,1,655
TM8FW3L,0,843
TM8FW3L,1,657
G5NSIX3,0,653
PWGWZSG,0,650
2DWRJW3,0,840
2DWRJW3,1,657
608DCR4,0,653
FQFKH7G,0,651
5MDGUDU,0,652
T4YQLJ2,0,666
08WD513,0,659
T4O1EQW,0,651
4UUL9AJ,0,842
4UUL9AJ,1,657
IAXS2VA,0,841
IAXS2VA,1,657
HFARFZ9,0,650
01CSQHX,0,652
JMYAGA7,0,840
0XO7L87,0,653
9RM1664,0,840
9RM1664,1,657
9RM1664,2,661
9RM1664,3,665
H61XI0K,0,764
3QSNOWV,0,652
ODW66SN,0,652
MGOZL2Q,0,839
MGOZL2Q,1,656
T16LZBW,0,842
ECWRORR,0,653
BFF1626,0,840
BFF1626,1,656
BFF1626,2,660
NKEHCZO,0,650
NKEHCZO,1,654
7QH2XWS,0,764
UKFR8H4,0,652
9R9H1AU,0,666
3MES1UL,0,652
02OA6JZ,0,839
02OA6JZ,1,656
02OA6JZ,2,661
Y8FSD2E,0,650
WL29UHV,0,652
6ZA431D,0,840
6ZA431D,1,845
6ZA431D,2,660
0RYWBKB,0,652
DLC8DB2,0,842
HSXIL53,0,841
YJ5G188,0,653
YJ5G188,1,655
YJ5G188,2,661
A2VCADM,0,692
BBB9RTG,0,652
C03N485,0,650
WGBIXZ7,0,652
W7NSK3S,0,840
W7NSK3S,1,844
R4VJ49A,0,659
R96E800,0,841
R96E800,1,656
TBYS3FA,0,840
TBYS3FA,1,844
TBYS3FA,2,659
TBYS3FA,3,665
M5FJH90,0,651
U3K7PJS,0,665
U3K7PJS,1,670
SWR6I85,0,841
SWR6I85,1,844
SWR6I85,2,850
SWR6I85,3,665
SWR6I85,4,669
SWR6I85,5,674
DPZALJC,0,839
1V3RIHI,0,652
1V3RIHI,1,656
RYXMJ5C,0,652
KQWQ8SZ,0,840
1EG4IUH,0,651
1EG4IUH,1,656
SG6USJ2,0,838
AM849T2,0,840
AM849T2,1,657
NAKBYW9,0,841
KM3JV9M,0,651
MDUWLPC,0,650
IGTQIX9,0,652
TOPJH50,0,650
UZWI19U,0,840
UZWI19U,1,656
UZWI19U,2,660
UZWI19U,3,664
8CN0IW2,0,653
CGCNZ5F,0,652
CGCNZ5F,1,656
Q5YRY5M,0,840
Q5YRY5M,1,655
OWUXV7R,0,652
ZXUCC2Y,0,652
JKBY6H2,0,841
JKBY6H2,1,658
G2MKRZT,0,845
G2MKRZT,1,657
D2FC9NS,0,651
U1ANGDK,0,653
Z7JPG2T,0,651
90V66RA,0,653
WDW1USU,0,840
WDW1USU,1,655
WDW1USU,2,661
SZ3RSWA,0,665
8KDBDKR,0,765
8KDBDKR,1,769
1EO25CA,0,841
BPEJ7XK,0,840
BPEJ7XK,1,656
P7LXCAI,0,651
W7R4F7R,0,654
H3C4M34,0,839
ER1UFNL,0,841
ER1UFNL,1,844
ER1UFNL,2,659
ER1UFNL,3,664
ER1UFNL,4,670
7EL7QXA,0,650
OK4HGTF,0,652
O8YGRSM,0,650
XXJ9L0K,0,651
1DESPUR,0,652
93A2R8G,0,842
HYW25CV,0,653
ID0O18P,0,841
ID0O18P,1,847
76JSOR9,0,841
O55ON1G,0,839
5HHKXHB,0,650
ZNDBR05,0,652
T104ZBU,0,840
T104ZBU,1,659
0C28ZNH,0,651
M6L9GS0,0,652
M6L9GS0,1,655
8KL9C9X,0,652
TY5BR17,0,652
JBVGTK4,0,651
BM5ZFSM,0,651
OGAQHID,0,652
RYMMA4Q,0,842
RYMMA4Q,1,657
RYMMA4Q,2,661
GZ924DR,0,652
R27O613,0,653
VXUTUFT,0,651
KPNMC81,0,653
RO6WRCT,0,841
RO6WRCT,1,657
AN123WA,0,652
RE8S7CS,0,650
RE8S7CS,1,655
