Cid,Locnum,Loctype,Clatitude,Clongitude,Vid
M0QNMUO,0.0,2.0,0.029044028,0.491233918,201.0
DZX13GV,0.0,4.0,0.046183694,0.579625177,110.0
BE2P18R,0.0,2.0,-0.625791635,0.164858797,197.0
EWT3VZK,3.0,2.0,0.243084615,0.542267045,76.0
GZSIRUA,0.0,3.0,-0.482431877,0.06187821,86.0
7WEVWHX,2.0,2.0,-0.484223532,0.106302161,148.0
B8VN3V8,0.0,1.0,0.247917882,0.565218302,76.0
B8VN3V8,1.0,2.0,0.570399942,0.530664339,115.0
B4MVCG0,1.0,4.0,-0.583711538,0.191211818,78.0
849U9TY,0.0,1.0,-1.251322424,0.104072735,843.0
2QK9JOI,0.0,1.0,-1.772928441,-0.004815069,196.0
8DD651T,0.0,2.0,-0.926762231,-0.120889188,161.0
F3N66W8,1.0,2.0,-0.673595473,0.071507303,81.0
V934NB4,1.0,1.0,0.239508393,0.57737923,76.0
IHDDRIE,1.0,2.0,-0.069043749,0.624204854,134.0
JAD7OQD,0.0,2.0,-0.609603226,0.124862879,90.0
AFLZ8J4,0.0,1.0,-0.586605696,0.198623627,78.0
XXNBQ2A,0.0,2.0,2.373783457,0.72449204,199.0
F3F7I54,0.0,1.0,0.076933583,0.599603748,547.0
VEBEMN7,0.0,1.0,-0.036156015,0.637061932,104.0
I0H7WAN,0.0,3.0,-0.584857095,0.118965829,90.0
N72S91F,1.0,2.0,-0.097133846,0.619585318,134.0
6QZ4SD9,0.0,1.0,-1.032413462,0.108309545,84.0
J8096J3,1.0,1.0,-0.57286899,0.742632411,4.0
K4ZNLTV,1.0,1.0,-0.427241756,0.127457459,846.0
6RDF5TB,1.0,2.0,-0.564628287,0.763382869,4.0
BVSAIU4,0.0,1.0,0.658468966,0.542281485,79.0
QM4RFXM,0.0,3.0,0.604542405,0.550240464,79.0
9DLRTKD,0.0,2.0,-0.544296309,0.074114265,537.0
9DLRTKD,1.0,2.0,-0.926455086,0.065096099,44.0
O6O109Y,0.0,1.0,0.018577075,0.585638956,110.0
QTBRMLX,0.0,1.0,0.245961871,0.597760541,76.0
5B7Y2S3,0.0,2.0,-0.085209751,0.544788608,43.0
D9AUJSN,1.0,2.0,2.338415769,0.732640977,199.0
L0FUK2O,0.0,1.0,-0.751032692,0.052035682,81.0
3IMP2J3,1.0,2.0,-1.075076931,0.066449171,180.0
3IMP2J3,2.0,2.0,0.051775383,0.538533262,110.0
K1CSD0A,1.0,2.0,-0.892259032,0.083992524,44.0
K1CSD0A,3.0,4.0,-0.451788571,0.06638996,148.0
7464UXB,0.0,1.0,-0.915241593,-0.13308205,161.0
VYY4KB6,2.0,4.0,-0.0440941,0.524512491,149.0
VYY4KB6,3.0,1.0,0.015305344,0.607012542,547.0
CTWEDCZ,1.0,2.0,2.30368518,0.711933584,199.0
EZNC97D,0.0,2.0,-0.546107632,0.185173711,78.0
BMOQI6Y,3.0,2.0,-0.477009605,0.749422465,13.0
3B8NQXJ,2.0,2.0,0.473641015,0.521987521,28.0
LMPS5G0,0.0,1.0,0.067195566,0.60089021,547.0
LMPS5G0,1.0,1.0,-0.080214684,0.575942009,676.0
BNZXAHH,4.0,3.0,0.005934765,0.64612443,104.0
6UGEJ5Q,0.0,1.0,0.261121795,0.553564394,76.0
CBEFDA4,0.0,1.0,0.294429113,0.5536178,76.0
QJONIZ1,0.0,2.0,-0.819767176,0.054429746,225.0
W20YU5X,0.0,2.0,-0.993346844,-0.099794224,459.0
260W0WT,2.0,1.0,-0.166392712,0.455079384,67.0
CT1ZMUH,4.0,1.0,-0.500698347,0.699427863,33.0
7HWMPYA,0.0,1.0,0.07949806,0.517779068,157.0
2HIFZN2,1.0,2.0,-0.117871154,0.605596591,676.0
2RT807Y,0.0,1.0,0.003078207,0.537756191,110.0
UINQ05X,1.0,2.0,-0.053490438,0.652025182,104.0
QDVACOA,0.0,4.0,-0.587344125,0.106890554,90.0
VQCFY4K,1.0,1.0,-0.363404538,0.639290428,20.0
IUYSJSO,1.0,2.0,-0.958590767,0.149084719,83.0
31C4088,0.0,1.0,-0.776415884,0.114176103,300.0
KZ26FG8,0.0,2.0,0.445693112,0.538295681,28.0
KZ26FG8,1.0,1.0,0.22063831,0.586607447,76.0
ZOXL30A,4.0,2.0,-0.518834914,0.026433999,86.0
5MJG67S,1.0,2.0,0.017998008,0.447968482,303.0
DUPEE8H,0.0,1.0,0.001926049,0.477476362,303.0
I8BD5VK,1.0,2.0,-1.15175956,0.123609793,55.0
4L9VPGX,0.0,1.0,-0.599158318,0.793243158,4.0
P7ZN0GW,0.0,1.0,-0.660139621,0.187853412,197.0
XBI7RLI,0.0,4.0,-0.539518407,0.752425916,250.0
IYTLA8B,3.0,2.0,-0.030909064,0.551890366,149.0
KEGXTDU,1.0,2.0,-0.549516282,0.757923341,4.0
YBKB628,4.0,4.0,0.006119743,0.589325152,110.0
GM0ZQ12,6.0,1.0,0.013130776,0.4485676,303.0
C2FTN3B,1.0,2.0,-0.662083831,0.062189865,195.0
EVIJ6Z3,1.0,1.0,-0.629321979,0.04094936,145.0
6A1M9CF,2.0,2.0,0.061316153,0.647008203,547.0
YH0FOPB,0.0,2.0,-0.592359529,0.062247776,90.0
7RBTPYX,1.0,2.0,0.015096764,0.565148251,110.0
ZTQTY0H,1.0,2.0,-0.639264751,0.744809756,75.0
3S6YOY6,1.0,2.0,-0.606626642,0.754859115,4.0
PQSQJ4E,1.0,2.0,0.533599681,0.529584118,578.0
HBO4J65,0.0,4.0,-0.596650536,0.75318641,4.0
PYX53R1,1.0,2.0,-0.618937848,0.716273537,75.0
2JTC9BD,0.0,1.0,-0.062006543,0.652348999,104.0
8DVDJTY,3.0,2.0,-0.375526389,0.638616202,20.0
EWB4MRV,0.0,3.0,-0.055329746,0.509067984,149.0
NWYTLNI,1.0,2.0,-0.798405245,0.049366363,300.0
EBUD0MX,0.0,2.0,-0.490761687,0.064657192,86.0
G1KUBAA,1.0,1.0,-0.726891499,0.220341138,577.0
BJJBQ74,2.0,2.0,-0.954334258,0.11991313,44.0
BJJBQ74,3.0,2.0,-0.134798302,0.181349977,845.0
QGCCNUL,0.0,3.0,0.277555051,0.568884853,76.0
FJVZIN4,0.0,1.0,-0.118587254,0.606455793,676.0
1KA4YSD,0.0,2.0,-0.091302514,0.650236288,134.0
1KA4YSD,1.0,2.0,0.024519231,0.619677273,547.0
IRK2L0B,0.0,2.0,0.610266139,0.542076073,79.0
AQ4VAX8,2.0,2.0,-0.652352084,0.133755669,398.0
E9PKJ6B,0.0,3.0,-0.003486477,0.49683574,149.0
EPLRX8U,0.0,3.0,-0.751513483,0.050202309,81.0
YAT50VF,0.0,2.0,-0.903064701,0.080710061,44.0
TRWW8L0,0.0,2.0,-0.126209253,0.521051805,43.0
86XBB9Z,0.0,1.0,-0.745726923,0.054951818,81.0
TYG32JC,1.0,4.0,0.286319941,0.542936478,274.0
RU7POIQ,0.0,4.0,0.034309437,0.579450044,110.0
BWKFEOC,0.0,2.0,-0.783138311,0.232761594,577.0
BLDGNI4,2.0,2.0,-0.103649341,0.532921526,43.0
53NN9CN,1.0,1.0,-0.861416283,0.037873964,356.0
7IUV28Z,0.0,2.0,-0.446258912,0.068749085,148.0
P9ZHHEP,0.0,4.0,0.526734844,0.533559803,578.0
LL9V1Q6,2.0,4.0,-0.754986001,0.218137851,577.0
LL9V1Q6,3.0,4.0,-0.492493364,0.067175335,86.0
3R6UXO6,1.0,2.0,0.574898077,0.558290455,115.0
J3W8CE1,1.0,2.0,-0.088461667,0.638500897,134.0
ZULR3MA,2.0,2.0,-0.859348906,0.151150051,299.0
6AZH6A4,0.0,2.0,-0.483607504,0.06868203,86.0
EDCSZPM,2.0,2.0,0.008844231,0.470946591,303.0
4MYKAGR,0.0,1.0,-0.644623005,0.118603055,398.0
0DU4W4S,0.0,2.0,0.016479434,0.514327248,110.0
H9QTBB4,0.0,1.0,2.127592744,0.715825914,855.0
65U55LW,0.0,2.0,-0.179231671,0.457054465,67.0
UD8CPFX,1.0,2.0,-0.775483739,0.084616279,225.0
OSBVXP0,3.0,1.0,-0.054861659,0.493320861,149.0
BNX009R,4.0,1.0,-0.509128527,0.698277257,841.0
MUTM2XX,0.0,2.0,-0.108062972,0.562951063,43.0
57X1XNB,0.0,4.0,0.253518001,0.553617038,76.0
D04G6F7,0.0,4.0,0.233207473,0.549043567,76.0
M2HK6IL,0.0,1.0,1.715121346,0.768041364,192.0
Z5V0N7O,0.0,1.0,0.523350347,0.567555921,66.0
0X5XO0E,2.0,2.0,-0.056255778,0.631312809,104.0
OE9OF7O,3.0,1.0,0.565875326,0.528479964,115.0
VUV5S8Z,2.0,1.0,-1.028382905,0.069407967,84.0
ZGYUATW,0.0,1.0,-0.095925016,0.163716465,845.0
GNGHA1K,2.0,1.0,-0.629038427,0.19421627,197.0
E0KPWIM,0.0,2.0,-0.669391096,0.079651655,195.0
VUDJGA3,0.0,1.0,-0.540078328,0.177297779,78.0
HZEPQ0Z,1.0,2.0,-0.063389577,0.634164863,104.0
L6QWAKT,0.0,2.0,0.64637005,0.556175042,79.0
YG7WPLO,0.0,2.0,-0.431164536,0.060866286,846.0
5BUVX2K,1.0,2.0,-1.270913462,0.090366818,843.0
AE1URNM,1.0,2.0,-0.024591712,0.477758722,303.0
2N6Y3I6,2.0,2.0,-0.599516608,0.156268791,197.0
PCTHPUU,1.0,2.0,-0.482029494,0.115277601,148.0
3HYKYZI,0.0,2.0,0.628976438,0.509470878,79.0
T4OIBE7,1.0,2.0,0.564537088,0.512295779,115.0
BLEL0YX,2.0,1.0,-0.502036882,0.028364989,86.0
BA8IW63,0.0,3.0,0.5644,0.547940909,115.0
683UQTH,0.0,1.0,-0.751653955,0.052688597,81.0
JQUEXU5,2.0,1.0,-1.270777749,0.075303989,843.0
DG5C1HR,1.0,3.0,0.22806049,0.504381261,856.0
DG5C1HR,2.0,3.0,-0.606028636,0.722756196,4.0
3ISHF8M,2.0,2.0,-0.64158919,0.726966237,391.0
O6LXNR5,0.0,2.0,-0.720773077,0.048265455,81.0
ZHTKFOC,0.0,3.0,0.286373082,0.56194567,76.0
4911852,1.0,2.0,-0.137399879,0.144249034,845.0
Y0MYAYD,3.0,2.0,-0.090413433,0.647814392,134.0
K9RCLBK,0.0,2.0,-0.358598022,0.692395447,271.0
YWCKP7T,0.0,4.0,0.614544363,0.54205095,79.0
3PGELU3,0.0,2.0,-0.401445554,0.633855663,20.0
ZFJWNLH,0.0,2.0,-0.803411849,0.13317388,225.0
LDJCO4R,0.0,2.0,-0.023274967,0.49384721,149.0
0OGGMAF,0.0,2.0,-0.536710935,0.765074167,250.0
M5O0VW1,0.0,2.0,-0.780404292,0.096316784,225.0
VU2O4RL,0.0,2.0,0.630720057,0.558548533,79.0
N9QMNGJ,0.0,1.0,-1.177521824,0.105080825,55.0
E9K3D23,2.0,1.0,0.284853063,0.54339739,76.0
4H0JPC5,0.0,1.0,0.622850083,0.527055277,79.0
4H0JPC5,2.0,4.0,0.020951035,0.479812734,303.0
4H0JPC5,3.0,4.0,0.276437172,0.492499946,856.0
FRU5MA3,1.0,4.0,-0.857724151,-0.066815027,193.0
OZTJVUI,0.0,1.0,0.635819616,0.527263084,79.0
OZTJVUI,1.0,1.0,0.010727954,0.574794037,110.0
LVT4U2N,2.0,3.0,-0.651459432,0.737928493,391.0
S4M1SFC,2.0,4.0,-0.584898819,0.036408655,145.0
1JUJQDZ,1.0,2.0,0.614259487,0.542029438,79.0
RESWEFM,0.0,1.0,-0.940028498,0.071660653,44.0
X4H22QR,2.0,3.0,0.306887682,0.539391262,274.0
X4H22QR,3.0,3.0,0.558785475,0.528714661,115.0
X4H22QR,4.0,1.0,0.215436538,0.560872273,76.0
DKTSZ1P,2.0,1.0,0.252702504,0.502158248,856.0
BAXHCVR,1.0,2.0,-0.916809532,0.160585026,83.0
PWPCUXY,1.0,2.0,-0.42312204,0.642506711,20.0
81WGLDK,2.0,3.0,0.038858097,0.537733566,110.0
LH3X9RG,1.0,1.0,0.45678525,0.570667202,28.0
BNEG9LN,0.0,3.0,-0.056062422,0.514062837,149.0
ZZN820F,0.0,2.0,-0.050035565,0.610165929,134.0
J856O2D,0.0,1.0,-0.846990558,0.066378986,154.0
FZNRDR2,0.0,1.0,-0.540645451,0.177023462,78.0
UOGIG41,0.0,3.0,0.611595683,0.54206149,79.0
Z5PKT3N,1.0,2.0,-0.086963106,0.517908863,43.0
I3U3X7F,1.0,2.0,0.501584079,0.577948435,28.0
QVG1QZX,0.0,1.0,-0.770904767,0.22471448,577.0
F30MRI7,2.0,2.0,0.536540965,0.570161391,578.0
2NVW423,0.0,4.0,-1.18317981,0.109206246,55.0
LZ1PUIB,2.0,1.0,0.451426023,0.586855262,28.0
LZ1PUIB,3.0,3.0,-0.642690236,0.170698935,197.0
M821BSE,0.0,2.0,-0.513866429,0.101936088,148.0
Z9GVI9P,0.0,1.0,0.537238353,0.554340167,578.0
YII6VVK,0.0,2.0,-0.595224625,0.060261265,90.0
RLTXVPN,0.0,2.0,0.277593014,0.565595539,76.0
1XY4MZU,0.0,2.0,-1.03223569,-0.048841587,459.0
70U774J,0.0,1.0,-0.043772346,0.614358404,104.0
0AE8QGM,1.0,2.0,-0.191582087,0.494435025,67.0
X8HTUGO,1.0,1.0,-0.009643438,0.530253626,110.0
93CXEMB,0.0,4.0,-1.283426816,0.095998652,843.0
JT6KZ1I,0.0,2.0,0.029863005,0.514255621,110.0
XJ81HFR,1.0,4.0,-1.008632764,-0.050839337,459.0
FZ7HG7V,0.0,2.0,-0.000868877,0.515381082,110.0
QZUVFZQ,0.0,2.0,0.622305856,0.541514681,79.0
N0TOFMH,0.0,1.0,0.678868125,0.522658669,79.0
MTAGF37,1.0,2.0,0.622978299,0.524403162,79.0
MTAGF37,2.0,2.0,-0.049373792,0.63553414,104.0
MYZST8R,1.0,2.0,0.532906279,0.530198,578.0
TJRQ9U6,4.0,1.0,-0.119144895,0.580478098,43.0
32O9GTF,1.0,1.0,0.036383802,0.537681551,110.0
32O9GTF,2.0,2.0,0.282621967,0.542645127,76.0
TWJCVG8,0.0,3.0,-0.198003326,0.480428475,67.0
XG02RY7,3.0,3.0,-0.665024808,0.188741273,197.0
LCWZGB4,1.0,1.0,-0.859921865,-0.071243938,193.0
LCWZGB4,2.0,1.0,-0.967795063,0.078198498,44.0
NSPCY5O,1.0,1.0,0.287571538,0.528895568,274.0
NSPCY5O,3.0,1.0,-0.655489615,0.729074227,391.0
D5X9BZW,0.0,2.0,0.048657694,0.537467272,110.0
2UIN8P7,1.0,1.0,-0.15563656,0.177450979,845.0
2UIN8P7,2.0,2.0,-0.129900447,0.568845577,43.0
K85Y1FD,2.0,1.0,-0.86512721,0.102457098,154.0
DPYFJQ9,1.0,1.0,-0.607346923,0.739283364,4.0
FU5DBVY,0.0,1.0,-1.132371048,0.114054127,55.0
UPVEXGA,1.0,2.0,0.281653705,0.542003506,76.0
ZJ9W115,0.0,3.0,-0.15949386,0.173446676,845.0
EPR7UKH,0.0,1.0,0.024639563,0.524913591,110.0
4BJ1ZXT,0.0,3.0,-0.045409057,0.494596248,149.0
RGTVZIS,0.0,2.0,0.551700322,0.530338207,115.0
QXAIYZJ,0.0,2.0,-0.872910866,-0.09826186,161.0
60ZDLZL,1.0,4.0,-0.710743573,0.038045811,81.0
Y888RQY,1.0,2.0,0.033417606,0.598466938,547.0
Q8G8K1V,1.0,2.0,-0.703712479,0.095062336,81.0
Q8G8K1V,2.0,2.0,-0.116099762,0.158283051,845.0
WIIU12E,0.0,2.0,2.327722899,0.728338571,199.0
ZQIXREG,1.0,2.0,-0.583244365,0.76104933,4.0
ZQIXREG,2.0,2.0,-0.648201742,0.717551062,391.0
K9Y5K8U,1.0,2.0,-0.478846154,0.744284773,13.0
XOEKCZW,3.0,2.0,0.240105362,0.587338347,76.0
8JNXXI1,3.0,1.0,0.491890835,0.533217771,28.0
JXOGASB,0.0,2.0,-0.452285779,0.665449559,82.0
YUK5IAA,0.0,1.0,-0.129609257,0.562205137,43.0
I5UG68W,1.0,2.0,-0.367111388,0.695633909,271.0
IPU9X7P,1.0,2.0,-0.580160366,0.747696879,4.0
YYP2Q5U,2.0,2.0,-0.479476631,0.06289775,86.0
YYP2Q5U,3.0,2.0,-0.517689465,0.026984745,86.0
GHLPC9V,1.0,2.0,0.054331783,0.513615548,157.0
TGDIXRU,1.0,1.0,-0.473505361,0.747591803,13.0
49N35U8,1.0,1.0,0.282792115,0.455394136,856.0
VFAQKNJ,1.0,2.0,-0.919414367,0.120869283,44.0
X4H4M2C,0.0,1.0,-0.528386904,0.174488456,78.0
ZR5V604,0.0,2.0,-0.198971763,0.492381572,67.0
11VKYVK,1.0,2.0,-0.075705372,0.172541678,845.0
NA1DXDV,0.0,1.0,-0.567577784,0.130867369,583.0
KFNY7CL,1.0,2.0,-0.495014431,0.747027602,13.0
KFNY7CL,2.0,1.0,0.091731055,0.509137358,157.0
K2UUXTT,0.0,2.0,-0.893921128,0.160316043,83.0
CV901P1,0.0,2.0,0.029266208,0.577852168,110.0
O01ZSLF,1.0,2.0,-1.020735036,0.089155209,84.0
K72AKRX,0.0,2.0,-0.922249558,0.042096157,44.0
7TLCUZ7,1.0,1.0,0.553940385,0.559086136,115.0
5CU4TNS,2.0,1.0,-0.702128799,0.053373627,81.0
I2NL8KF,0.0,2.0,0.063035659,0.616416542,547.0
158VFN0,0.0,2.0,0.594708473,0.549561721,106.0
O933Q57,0.0,1.0,-0.601155213,0.102583463,90.0
71BEVY8,1.0,2.0,-0.099376896,0.514974443,43.0
CTR2PW3,1.0,2.0,-0.887690235,-0.120026805,161.0
2WYNH9E,1.0,2.0,-0.827013871,0.169808337,299.0
OT74U3U,1.0,2.0,-0.476617106,0.0452127,86.0
ZOS0P3N,2.0,2.0,-0.517322374,0.740035898,33.0
3QLOELO,0.0,1.0,-0.618249493,0.128767053,90.0
4PQ1KWX,0.0,1.0,-0.114782159,0.502279405,43.0
KXXRD9J,2.0,2.0,0.0376,0.5521,110.0
KXXRD9J,3.0,1.0,-0.082769231,0.583857955,676.0
JAKRES4,2.0,2.0,0.223421603,0.580767546,76.0
3PJ51PB,1.0,1.0,-0.306944058,0.69161149,271.0
3PJ51PB,3.0,1.0,-0.083187257,0.634410728,134.0
LDEOHIY,0.0,1.0,0.304209348,0.553780104,274.0
LDEOHIY,1.0,1.0,-0.129646627,0.58191969,43.0
ZVAZBJX,0.0,2.0,2.371737092,0.704269555,199.0
V0V4WOW,0.0,2.0,0.028663503,0.595905263,203.0
O8PH9UZ,1.0,2.0,-0.619832709,0.103206677,90.0
L2F1Q7M,0.0,1.0,-0.986920587,0.091298691,84.0
14D09AH,0.0,2.0,-0.057422126,0.52788229,149.0
84ZBPDG,1.0,1.0,-0.119349455,0.522704579,43.0
K9XQEFI,0.0,4.0,0.658444862,0.522963656,79.0
QK36EJ3,1.0,2.0,-0.004436678,0.602846009,858.0
BV9GMSA,3.0,1.0,-0.517492851,0.060034431,86.0
5VENED4,1.0,2.0,-0.004508699,0.604198776,858.0
TE74IJX,0.0,2.0,0.26123569,0.532916785,76.0
07PMAMN,1.0,2.0,-0.575076486,0.18291399,78.0
CRI9UVE,0.0,1.0,-0.559401822,0.74713918,4.0
UJGTB46,1.0,2.0,-0.817340861,0.150641581,299.0
AWH0HUD,1.0,3.0,-0.947482141,0.05294001,44.0
CK0OH9Y,1.0,2.0,-1.812241277,0.00308297,196.0
XV3QMG4,1.0,4.0,-0.59026042,0.744721201,4.0
G1T64KI,0.0,1.0,2.223230769,0.679974545,243.0
1I5CCLF,3.0,2.0,-0.133690123,0.569623371,43.0
1I5CCLF,4.0,1.0,-0.655149381,0.716012824,391.0
BNKRJ0E,1.0,2.0,-0.816452923,0.052389896,225.0
7OTVPY6,5.0,1.0,1.695501556,0.722559233,192.0
BJHOHTX,1.0,1.0,0.045001042,0.627781137,547.0
0YQ08HD,1.0,2.0,-0.136277998,0.598393584,676.0
0YQ08HD,2.0,2.0,-0.008749166,0.465517978,303.0
4FVXP5D,0.0,1.0,-0.715478949,0.044339459,81.0
LJBRVQA,0.0,2.0,0.513949698,0.57261383,28.0
JEJZRWL,0.0,3.0,0.0595386,0.516990859,157.0
IDFCIE6,0.0,1.0,-0.624046725,0.112546815,90.0
NVV7YO8,1.0,2.0,-0.874080405,0.106158281,154.0
WFZLZOB,0.0,2.0,-0.542742627,0.176787245,78.0
S9ANGEM,1.0,2.0,-0.869089189,0.065493097,154.0
ZBYR9US,1.0,1.0,-1.081918837,0.055171926,180.0
WPX5U7B,0.0,3.0,-0.121617306,0.5198175,43.0
WVBKOCW,0.0,2.0,0.018819338,0.636290797,547.0
Z10OEJL,1.0,2.0,-0.508593984,0.700286849,841.0
B9UKT6E,0.0,2.0,-0.653122509,0.098850023,398.0
YZJUK9T,0.0,1.0,-1.004840825,0.09117601,84.0
X1YMHN5,0.0,4.0,-0.141320443,0.469613414,67.0
QU8P5K9,0.0,2.0,0.233532487,0.467546322,856.0
SDECMAW,0.0,2.0,-0.027535174,0.494055234,149.0
VNNZ2GC,0.0,1.0,0.472740515,0.518523636,28.0
VNNZ2GC,1.0,1.0,-0.054029837,0.52500503,149.0
O04U6U2,0.0,2.0,-0.428048876,0.746971482,13.0
FKHS1SA,0.0,1.0,-0.476524193,0.070854467,86.0
01KX5Q8,0.0,2.0,0.530229026,0.563029915,66.0
0IXYEJ7,2.0,2.0,0.044353367,0.486579395,303.0
S3EYCYV,0.0,2.0,-0.649613584,0.729425933,391.0
740ELHA,1.0,2.0,-0.075886538,0.576888409,676.0
G3NXCS1,1.0,1.0,0.608187641,0.52727038,79.0
5PNS2KZ,1.0,2.0,0.28392205,0.496051651,856.0
4EI28DR,0.0,1.0,0.237988144,0.515723978,856.0
WFZS2H1,0.0,1.0,-0.852846605,0.063698792,154.0
OG2ILZF,0.0,3.0,0.578707141,0.523241168,106.0
OG2ILZF,1.0,3.0,0.262864085,0.540766569,76.0
EKMCHBZ,0.0,2.0,-0.213252018,0.460728914,67.0
F335CDX,2.0,1.0,-0.605123073,0.717500877,4.0
F335CDX,3.0,1.0,-0.363921813,0.627945478,188.0
CZCNULQ,1.0,2.0,0.476745028,0.51881536,28.0
6LLISML,0.0,1.0,-0.62900889,0.163744242,197.0
5CZ2KI9,0.0,1.0,-1.264914541,0.119501317,843.0
5CZ2KI9,1.0,2.0,-0.731371731,0.082512546,81.0
5CZ2KI9,2.0,2.0,-0.066822098,0.527445688,149.0
TP923ND,2.0,1.0,-0.725687818,0.084126671,81.0
QZXXZ42,0.0,4.0,-0.783410289,-0.072710543,193.0
E81EJOA,0.0,3.0,-0.554528133,0.055479008,537.0
67FDZJY,0.0,2.0,-0.919247784,0.067967102,44.0
F0ZD7R4,0.0,2.0,0.24893231,0.504198861,856.0
7OWVO1J,1.0,2.0,-0.626887787,0.11291219,90.0
ULA3YGP,0.0,1.0,-0.635082691,0.755052727,75.0
OWBYNAI,1.0,2.0,-0.393697873,0.63945586,20.0
NCBCGUH,0.0,1.0,-0.655561559,0.127971657,398.0
3A7W742,0.0,4.0,-0.743852115,0.092889733,81.0
CXI9B2X,0.0,2.0,-0.436115265,0.664874611,20.0
287AGAK,1.0,3.0,0.503621795,0.56807197,28.0
THF6VPF,1.0,2.0,-0.96666657,0.082914257,44.0
J4PVO7D,0.0,1.0,-0.618759646,0.160690181,197.0
E2MB4UL,0.0,2.0,0.037213659,0.490010585,303.0
SAQ24RM,0.0,2.0,-0.873619677,0.056465787,154.0
Q9YFL21,0.0,1.0,-0.131692338,0.518988348,43.0
QY4MECZ,0.0,2.0,-0.509807902,0.031421422,86.0
GESS7RX,1.0,2.0,0.634262553,0.553821504,79.0
NW0XLZ3,0.0,2.0,-0.74960644,0.074680046,81.0
F20XR5W,1.0,2.0,-0.090983085,0.636328896,134.0
BAXV2EG,0.0,2.0,0.49907113,0.552878008,28.0
BV55QM0,3.0,2.0,-0.10210553,0.647914362,191.0
EIGI2EX,0.0,1.0,-0.538814113,0.177108805,78.0
QGBNXVF,4.0,1.0,-0.124116166,0.605898679,676.0
UMN01BM,1.0,1.0,-0.804178856,0.098139086,225.0
YZDE13V,0.0,3.0,0.338409196,0.544817391,274.0
XQS5B88,1.0,2.0,-0.520376599,0.051950227,86.0
DPPNVU4,1.0,1.0,0.093537375,0.521251296,157.0
63ZQNZZ,1.0,2.0,0.023416428,0.550702422,110.0
WGXXHSE,2.0,2.0,0.477086432,0.568611501,28.0
QTATYYK,1.0,2.0,-0.753758654,0.221308182,577.0
EKBKVS9,1.0,3.0,-0.077537205,0.620608915,134.0
AKKQKOI,1.0,1.0,-0.109765805,0.611648001,676.0
AWM2JWV,1.0,2.0,0.017149625,0.491640575,201.0
G9YLZH9,1.0,1.0,-0.511344798,0.106313123,148.0
IPIWB0A,0.0,2.0,-0.833896407,0.055392903,189.0
PNTQFCD,0.0,2.0,0.044596154,0.519243864,110.0
YSO44DA,1.0,1.0,-0.664808354,0.084449711,398.0
7H416V3,0.0,2.0,-0.147467981,0.508343331,67.0
ZSLPTQM,2.0,2.0,0.604090311,0.559053722,79.0
RUNH50M,3.0,3.0,-0.814756256,0.050471221,225.0
VEL60S1,1.0,3.0,-0.744872658,0.078737266,81.0
AAF5VYN,2.0,2.0,-0.085824246,0.619133041,134.0
AAF5VYN,3.0,2.0,0.55861821,0.532423651,115.0
ADW95W0,0.0,2.0,-0.062384697,0.509163995,149.0
KU36WTP,0.0,1.0,0.004614133,0.483371355,303.0
75JAVJN,0.0,2.0,-0.560628378,0.771186174,4.0
CKLKVJ7,0.0,2.0,-0.130656577,0.172795873,845.0
93UI5UL,0.0,3.0,-0.79737933,0.137417843,299.0
93UI5UL,1.0,3.0,-0.580498929,0.184211652,78.0
NXV2DAK,1.0,2.0,2.368738519,0.677983907,199.0
017J1M0,1.0,2.0,0.6600535,0.52487544,79.0
017J1M0,2.0,2.0,-0.536752379,0.18706041,78.0
2AKA0CN,1.0,1.0,0.617414569,0.541985109,79.0
OIROV29,2.0,1.0,-0.932798805,0.159234016,83.0
KG5UP9A,0.0,4.0,-1.003210644,0.080512705,84.0
KG5UP9A,2.0,1.0,-0.680543937,0.068706414,81.0
1BGGK37,0.0,2.0,-0.397543039,0.660254658,20.0
20ZWDX3,1.0,2.0,-0.11986,0.575912341,43.0
Y8O9FVS,3.0,4.0,-0.161872956,0.505454833,67.0
RF6HABT,0.0,1.0,0.004158642,0.458638144,303.0
83UB3JA,0.0,3.0,-0.703249842,0.071998289,81.0
DFNK0TI,0.0,2.0,-0.727393602,0.230109865,577.0
L90O5QU,0.0,1.0,0.079943039,0.57306734,547.0
9E3UBRX,0.0,1.0,-0.625389881,0.756019411,4.0
I203W34,2.0,2.0,-0.737624683,0.056789633,81.0
0DLBDP4,0.0,2.0,-0.508159678,0.699440055,841.0
B40GIAZ,1.0,3.0,-1.048635141,0.084126192,84.0
WLTPZHS,0.0,2.0,0.084414347,0.624571372,547.0
WLTPZHS,1.0,1.0,-0.564281409,0.081080389,90.0
T78Y2JI,0.0,2.0,13.34622051,-1.449940519,907.0
8XYA1IW,2.0,1.0,-1.614844241,-0.041335783,849.0
YODCPOJ,0.0,1.0,-0.477346747,0.745165238,13.0
ZFPLX67,2.0,2.0,-0.136067576,0.526041859,43.0
ZFPLX67,3.0,4.0,-0.025157766,0.546861359,110.0
ZFPLX67,4.0,4.0,-0.136380097,0.608813997,676.0
ZFPLX67,5.0,4.0,-0.050506154,0.632180932,104.0
PTY27U0,0.0,1.0,-0.987442115,0.110464705,84.0
IHHKTSU,0.0,2.0,-0.08001608,0.531192399,43.0
7I2PJER,2.0,2.0,0.220126003,0.483840593,856.0
